,general,expert
245,tpch,"{'Big Data,0.57', 'Data Structure,0.77', 'Input and Output,0.5', 'Data Structure,0.74', 'Data Structure,0.55', 'Database,0.41', 'Big Data,0.53', 'Parser,0.54', 'Big Data,0.55', 'Data Structure,0.49', 'Application Performance Manager,0.42', 'Input and Output,0.45', 'Error Handling,0.49', 'Big Data,0.46', 'User Interface,0.42', 'Utility,0.47', 'Input and Output,0.44', 'User Interface,0.39', 'Data Structure,0.48', 'Input and Output,0.46', 'Error Handling,0.42'}"
246,transaction,"{'Error Handling,0.51', 'Application Performance Manager,0.52', 'User Interface,0.62', 'Application Performance Manager,0.62', 'Application Performance Manager,0.6', 'User Interface,0.5', 'Application Performance Manager,0.64', 'Application Performance Manager,0.61', 'Application Performance Manager,0.7', 'Application Performance Manager,0.66'}"
247,type,"{'Natural Language Processing,0.57', 'Input and Output,0.59', 'Big Data,0.56', 'Input and Output,0.55', 'Big Data,0.62', 'Input and Output,0.49', 'Data Structure,0.61', 'Input and Output,0.58', 'Software Development and IT Operations,0.64', 'Data Structure,0.45', 'Data Structure,0.55', 'User Interface,0.59', 'Input and Output,0.53', 'Input and Output,0.51', 'Data Structure,0.66', 'Data Structure,0.67', 'Big Data,0.54', 'Big Data,0.5', 'Big Data,0.55', 'User Interface,0.57', 'Data Structure,0.71', 'Parser,0.53', 'Multi Thread,0.29', 'Big Data,0.61', 'Data Structure,0.52', 'Data Structure,0.42', 'Data Structure,0.62', 'Big Data,0.58', 'Software Development and IT Operations,0.61', 'Software Development and IT Operations,0.63', 'Big Data,0.68', 'User Interface,0.56', 'User Interface,0.53', 'User Interface,0.55', 'Input and Output,0.52', 'Input and Output,0.61', 'Data Structure,0.47', 'Data Structure,0.57', 'Data Structure,0.64', 'Big Data,0.47', 'Geographic Information System ,0.62', 'Data Structure,0.51', 'Data Structure,0.48', 'Data Structure,0.54', 'Data Structure,0.6', 'Input and Output,0.62', 'Logic,0.6', 'Natural Language Processing,0.63', 'Input and Output,0.5', 'Input and Output,0.57', 'Big Data,0.63', 'Input and Output,0.54', 'Big Data,0.66', 'Data Structure,0.65', 'Big Data,0.6', 'Natural Language Processing,0.52', 'Input and Output,0.6', 'Data Structure,0.44', 'Data Structure,0.58', 'Big Data,0.39', 'Software Development and IT Operations,0.65', 'Big Data,0.43', 'Data Structure,0.59', 'Data Structure,0.56', 'Data Structure,0.68', 'Data Structure,0.53', 'Big Data,0.59'}"
248,udf,"{'Error Handling,0.4'}"
249,undefined,"{'Error Handling,0.53', 'Big Data,0.57', 'Error Handling,0.64', 'Error Handling,0.51', 'Data Structure,0.61', 'Error Handling,0.57', 'Error Handling,0.44', 'Error Handling,0.5', 'Error Handling,0.49', 'Error Handling,0.59', 'User Interface,0.55', 'Error Handling,0.55', 'Error Handling,0.62', 'User Interface,0.51', 'Test,0.65', 'Error Handling,0.41', 'Error Handling,0.56', 'Error Handling,0.38', 'Error Handling,0.48', 'Error Handling,0.52', 'Parser,0.41', 'Error Handling,0.65', 'Error Handling,0.6', 'Input and Output,0.65', 'User Interface,0.6', 'Parser,0.35', 'Error Handling,0.43', 'Error Handling,0.54', 'Error Handling,0.42'}"
250,util,"{'Input and Output,0.59', 'Database,0.48', 'Application,0.54', 'Input and Output,0.58', 'Parser,0.36', 'Input and Output,0.53', 'Parser,0.48', 'Parser,0.46', 'Interpreter,0.42', 'Input and Output,0.47', 'Error Handling,0.49', 'Test,0.57', 'Error Handling,0.46', 'User Interface,0.53', 'Input and Output,0.69', 'Utility,0.41', 'Setup,0.47', 'Application Performance Manager,0.53', 'Parser,0.37', 'Parser,0.47', 'Error Handling,0.55', 'Data Structure,0.57', 'Application,0.31', 'Big Data,0.47', 'Error Handling,0.8', 'Utility,0.33', 'Utility,0.23', 'Application,0.41', 'Error Handling,0.4', 'Error Handling,0.69', 'Parser,0.52', 'Big Data,0.41', 'Database,0.5', 'Utility,0.49', 'Setup,0.56', 'Utility,0.53', 'Error Handling,0.58', 'User Interface,0.43', 'Utility,0.37', 'Parser,0.56', 'Software Development and IT Operations,0.62', 'Error Handling,0.54', 'Logging,0.7', 'Logging,0.66', 'Multi Thread,0.35', 'Error Handling,0.53', 'Error Handling,0.61', 'Application Performance Manager,0.63', 'Logging,0.81', 'Data Structure,0.38', 'Parser,0.42', 'User Interface,0.59', 'Error Handling,0.57', 'Data Structure,0.55', 'Application Performance Manager,0.51', 'Utility,0.38', 'Parser,0.45', 'Parser,0.68', 'Data Structure,0.49', 'Parser,0.38', 'Software Development and IT Operations,0.61', 'Error Handling,0.47', 'User Interface,0.56', 'Utility,0.47', 'Utility,0.4', 'Geographic Information System ,0.53', 'Input and Output,0.44', 'Parser,0.57', 'Data Structure,0.47', 'Database,0.44', 'Parser,0.4', 'Data Structure,0.4', 'Multi Thread,0.53', 'Error Handling,0.38', 'Parser,0.59', 'Error Handling,0.52', 'Logging,0.79', 'Software Development and IT Operations,0.59', 'Big Data,0.51', 'Software Development and IT Operations,0.4', 'Parser,0.6', 'Error Handling,0.75', 'Utility,0.46', 'Data Structure,0.39', 'Multi Thread,0.33', 'Error Handling,0.6', 'Software Development and IT Operations,0.65', 'Parser,0.51', 'Parser,0.35', 'Data Structure,0.56', 'Data Structure,0.53', 'Utility,0.54', 'Input and Output,0.42', 'Language,0.36', 'Utility,0.43', 'Input and Output,0.55', 'Utility,0.39', 'Data Structure,0.61', 'Parser,0.63', 'Parser,0.55', 'Multi Thread,0.38', 'Error Handling,0.44', 'Data Structure,0.66', 'Big Data,0.54', 'User Interface,0.44', 'Big Data,0.55', 'Parser,0.44', 'Database,0.38', 'Database,0.47', 'Error Handling,0.5', 'Parser,0.5', 'Parser,0.25', 'Error Handling,0.63', 'Data Structure,0.62', 'Big Data,0.34', 'User Interface,0.5', 'Application Performance Manager,0.55', 'Parser,0.43', 'Logging,0.74', 'Utility,0.42', 'Software Development and IT Operations,0.53', 'User Interface,0.54', 'User Interface,0.29', 'Logging,0.72', 'Big Data,0.33', 'Utility,0.45', 'Data Structure,0.54', 'Data Structure,0.48', 'Logging,0.69', 'Utility,0.48', 'Parser,0.41', 'Setup,0.33', 'Input and Output,0.54', 'Input and Output,0.6', 'Utility,0.27', 'User Interface,0.47', 'Error Handling,0.45', 'Parser,0.49', 'Software Development and IT Operations,0.6', 'User Interface,0.38', 'Error Handling,0.42', 'Application Performance Manager,0.56', 'Error Handling,0.51', 'Language,0.48', 'Error Handling,0.29', 'Data Structure,0.63', 'Big Data,0.53', 'Parser,0.54', 'Parser,0.34', 'Big Data,0.49', 'Parser,0.53', 'Multi Thread,0.29', 'Data Structure,0.52', 'User Interface,0.42', 'Utility,0.51', 'Parser,0.31', 'Setup,0.44', 'Machine Learning,0.48', 'Application,0.5', 'User Interface,0.51', 'Input and Output,0.66', 'Parser,0.39', 'Multi Thread,0.55', 'Utility,0.44', 'Data Structure,0.51', 'Software Development and IT Operations,0.47', 'Multi Thread,0.64', 'Multi Thread,0.56', 'Big Data,0.52', 'Utility,0.56', 'User Interface,0.32', 'Data Structure,0.5', 'Software Development and IT Operations,0.49', 'Software Development and IT Operations,0.56', 'Data Structure,0.58', 'Data Structure,0.43', 'User Interface,0.52', 'Multi Thread,0.65', 'Data Structure,0.59'}"
251,verification,"{'Application,0.52', 'Software Development and IT Operations,0.56', 'Application,0.57', 'Application,0.55'}"
252,verifier,"{'Database,0.48', 'Data Structure,0.69', 'Test,0.7', 'Application,0.37', 'Parser,0.46', 'Test,0.69', 'Application Performance Manager,0.53', 'Parser,0.37', 'Test,0.74', 'Error Handling,0.55', 'Data Structure,0.57', 'Database,0.55', 'Parser,0.52', 'Database,0.5', 'Event Handling,0.6', 'Parser,0.64', 'Test,0.53', 'Logic,0.6', 'User Interface,0.61', 'Software Development and IT Operations,0.54', 'Error Handling,0.58', 'Data Structure,0.65', 'User Interface,0.68', 'Database,0.63', 'User Interface,0.6', 'Error Handling,0.56', 'Parser,0.56', 'Error Handling,0.54', 'Test,0.72', 'Software Development and IT Operations,0.66', 'Data Structure,0.55', 'Error Handling,0.57', 'Logic,0.56', 'Input and Output,0.63', 'Parser,0.38', 'Data Structure,0.76', 'Error Handling,0.59', 'Logic,0.57', 'Software Development and IT Operations,0.63', 'User Interface,0.58', 'Parser,0.57', 'Database,0.44', 'Error Handling,0.62', 'Parser,0.4', 'User Interface,0.63', 'Application,0.58', 'Data Structure,0.6', 'Database,0.65', 'Parser,0.59', 'Error Handling,0.52', 'Parser,0.6', 'Data Structure,0.78', 'User Interface,0.62', 'User Interface,0.67', 'Test,0.66', 'Data Structure,0.68', 'Parser,0.51', 'Data Structure,0.8', 'Data Structure,0.61', 'Parser,0.63', 'Parser,0.62', 'Parser,0.55', 'Data Structure,0.66', 'Application,0.52', 'Parser,0.5', 'Database,0.59', 'Application Performance Manager,0.42', 'Parser,0.61', 'Data Structure,0.62', 'Application Performance Manager,0.55', 'Setup,0.7', 'User Interface,0.64', 'Software Development and IT Operations,0.58', 'Multi Thread,0.34', 'Setup,0.67', 'Database,0.69', 'Event Handling,0.62', 'Data Structure,0.7', 'Event Handling,0.65', 'Database,0.66', 'Database,0.68', 'Database,0.62', 'Error Handling,0.45', 'Event Handling,0.56', 'Multi Thread,0.41', 'Error Handling,0.64', 'Event Handling,0.74', 'Data Structure,0.63', 'Parser,0.54', 'User Interface,0.69', 'Parser,0.58', 'Logic,0.55', 'Parser,0.53', 'Test,0.71', 'Parser,0.71', 'Data Structure,0.64', 'User Interface,0.51', 'Event Handling,0.59', 'Data Structure,0.51', 'Data Structure,0.58'}"
253,version,"{'Application,0.43'}"
254,vladsch,"{'Parser,1.0', 'Data Structure,0.74', 'User Interface,0.5', 'User Interface,0.42', 'Parser,0.34', 'Software Development and IT Operations,0.62'}"
255,w3c,"{'Event Handling,0.46', 'Event Handling,0.45', 'Parser,0.39', 'Parser,0.52', 'Data Structure,0.56', 'Parser,0.49', 'Parser,0.48', 'Parser,0.47'}"
256,weakref,"{'Parser,0.4', 'Internationalization,0.26', 'Test,0.57', 'User Interface,0.52', 'Interpreter,0.31', 'Logging,0.36', 'User Interface,0.42', 'Error Handling,0.34', 'Logging,0.33'}"
257,xml,"{'Input and Output,0.7', 'Error Handling,0.69', 'Parser,0.4', 'Parser,0.57'}"
258,xmlunit,"{'Application Performance Manager,0.4', 'Input and Output,0.72', 'User Interface,0.55', 'Error Handling,0.22', 'Test,0.38'}"
259,xmpbox,"{'Parser,0.69', 'Input and Output,0.51', 'Database,0.52', 'Parser,0.64', 'User Interface,0.44', 'Parser,0.46'}"
260,zookeeper,"{'Database,0.51', 'Interpreter,0.34', 'User Interface,0.46', 'User Interface,0.5', 'Database,0.47', 'Setup,0.56'}"
